Name,Budget,Lease Duration,Furnishing,Smoking/Drinking,Guests Allowed,Daily Routine
Vikram_188,15000,Long-term,Furnished,Yes,Occasionally,Night Owl
Sarita_269,12000,Long-term,Semi-furnished,No,Yes,Night Owl
Swati_233,5000,Long-term,Furnished,Yes,No,Day Scholar
Vihaan_360,25000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Vivaan_226,10000,Long-term,Unfurnished,Yes,Yes,Night Owl
Rajesh_42,25000,Long-term,Furnished,No,Occasionally,Day Scholar
Manish_21,15000,Short-term,Semi-furnished,Yes,No,Day Scholar
Meera_137,25000,Long-term,Furnished,No,No,Day Scholar
Siddharth_459,12000,Short-term,Furnished,Occasionally,No,Night Owl
Meera_123,5000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Pallavi_428,20000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Rekha_471,7000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Riya_420,7000,Long-term,Furnished,Yes,Yes,Day Scholar
Rohan_283,15000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Riya_270,15000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Simran_479,25000,Long-term,Unfurnished,No,No,Night Owl
Ishaan_190,7000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Swati_339,15000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Avni_194,25000,Short-term,Furnished,No,Occasionally,Night Owl
Sneha_182,15000,Short-term,Semi-furnished,No,No,Night Owl
Kabir_375,12000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Neha_241,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Siddharth_349,25000,Long-term,Semi-furnished,No,No,Day Scholar
Aditya_222,7000,Short-term,Furnished,Occasionally,Yes,Night Owl
Avni_243,20000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Krishna_217,12000,Long-term,Furnished,Occasionally,No,Day Scholar
Swati_172,15000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Tanya_430,7000,Short-term,Semi-furnished,No,No,Night Owl
Bhavya_467,5000,Short-term,Furnished,Occasionally,Yes,Night Owl
Sarita_134,5000,Long-term,Semi-furnished,No,No,Night Owl
Krishna_166,25000,Short-term,Furnished,Yes,Yes,Night Owl
Pallavi_216,7000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Preeti_174,7000,Long-term,Furnished,Occasionally,No,Day Scholar
Arjun_292,5000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Aanya_382,15000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Ishaan_206,25000,Long-term,Unfurnished,Yes,Yes,Night Owl
Krishna_150,20000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Sarita_282,7000,Long-term,Furnished,Yes,Yes,Day Scholar
Ishita_270,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Siddharth_43,5000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Aryan_50,5000,Long-term,Furnished,Occasionally,Yes,Night Owl
Meera_448,12000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Rahul_76,12000,Short-term,Semi-furnished,No,Yes,Night Owl
Ishaan_168,15000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Ishita_5,10000,Long-term,Furnished,Yes,Yes,Day Scholar
Sarita_406,7000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Rahul_62,10000,Long-term,Unfurnished,No,No,Day Scholar
Vivaan_240,12000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Ananya_347,15000,Long-term,Unfurnished,Yes,No,Night Owl
Vikram_369,7000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Neha_230,10000,Long-term,Furnished,Yes,No,Day Scholar
Ishaan_341,25000,Long-term,Furnished,No,No,Night Owl
Pooja_183,5000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Bhavya_305,5000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Ishita_115,25000,Short-term,Unfurnished,Yes,No,Night Owl
Rohan_336,12000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Rahul_93,15000,Short-term,Furnished,Yes,No,Day Scholar
Avni_135,5000,Long-term,Unfurnished,Yes,No,Day Scholar
Ishita_75,12000,Long-term,Unfurnished,No,No,Day Scholar
Arjun_205,12000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Siddharth_399,7000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Bhavya_177,12000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Neha_133,12000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Aanya_259,25000,Short-term,Unfurnished,No,Occasionally,Night Owl
Rajesh_240,10000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Priya_310,7000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Pallavi_329,20000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Yash_283,15000,Long-term,Furnished,Yes,No,Day Scholar
Tanya_308,20000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Manish_62,15000,Long-term,Unfurnished,Yes,Yes,Night Owl
Manish_451,10000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Arjun_180,5000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Kavya_236,25000,Long-term,Semi-furnished,No,Yes,Day Scholar
Simran_340,10000,Short-term,Unfurnished,No,Yes,Night Owl
Simran_131,10000,Long-term,Semi-furnished,No,No,Night Owl
Manish_79,7000,Long-term,Semi-furnished,Yes,No,Day Scholar
Rohan_282,25000,Long-term,Furnished,Yes,No,Day Scholar
Rekha_437,25000,Short-term,Semi-furnished,No,Yes,Day Scholar
Rohan_475,12000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Siddharth_447,20000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Bhavya_173,12000,Long-term,Furnished,Occasionally,Yes,Night Owl
Manish_343,7000,Short-term,Furnished,No,Yes,Day Scholar
Ananya_240,20000,Short-term,Furnished,Occasionally,Yes,Night Owl
Vikram_212,7000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Neha_84,12000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Pallavi_419,5000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Ananya_298,15000,Long-term,Semi-furnished,No,Yes,Night Owl
Kavya_368,12000,Short-term,Unfurnished,No,No,Day Scholar
Vikram_302,5000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Priya_90,20000,Short-term,Furnished,No,Yes,Day Scholar
Sneha_311,5000,Long-term,Furnished,Occasionally,Yes,Night Owl
Siddharth_281,5000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Ishaan_96,5000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Manish_117,25000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Divya_242,7000,Short-term,Furnished,Yes,Yes,Night Owl
Vihaan_343,20000,Short-term,Furnished,Yes,No,Night Owl
Sneha_179,7000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Nisha_449,12000,Long-term,Furnished,Occasionally,No,Night Owl
Ananya_81,20000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Aarav_169,10000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Rekha_138,15000,Long-term,Furnished,No,No,Night Owl
Meera_216,25000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Saanvi_314,20000,Short-term,Furnished,Yes,No,Night Owl
Vivaan_395,10000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Vihaan_367,5000,Short-term,Semi-furnished,Yes,No,Day Scholar
Aryan_114,15000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Arjun_167,10000,Short-term,Unfurnished,Occasionally,No,Night Owl
Yash_96,20000,Short-term,Furnished,No,Occasionally,Night Owl
Saanvi_296,25000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Rajesh_16,25000,Short-term,Furnished,No,No,Day Scholar
Aryan_47,15000,Short-term,Unfurnished,No,Yes,Day Scholar
Rahul_46,10000,Long-term,Furnished,Occasionally,No,Night Owl
Aarav_436,20000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Aarav_31,10000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Avni_215,10000,Long-term,Furnished,Occasionally,Yes,Night Owl
Nisha_499,25000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Ananya_60,7000,Long-term,Furnished,No,No,Day Scholar
Vihaan_168,7000,Long-term,Furnished,Occasionally,No,Day Scholar
Avni_233,5000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Sarita_27,25000,Long-term,Unfurnished,No,Occasionally,Night Owl
Gaurav_92,10000,Short-term,Furnished,Yes,No,Night Owl
Aditya_57,12000,Short-term,Furnished,Occasionally,Yes,Night Owl
Aarav_267,12000,Short-term,Furnished,Occasionally,No,Night Owl
Vikram_238,10000,Long-term,Furnished,Yes,No,Night Owl
Rekha_68,12000,Short-term,Furnished,No,Occasionally,Day Scholar
Kabir_29,5000,Long-term,Furnished,Yes,Yes,Night Owl
Aditya_227,25000,Short-term,Furnished,Yes,Yes,Day Scholar
Preeti_2,7000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Rohan_435,20000,Long-term,Unfurnished,No,Yes,Night Owl
Kavya_397,25000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Simran_2,10000,Short-term,Furnished,No,Occasionally,Day Scholar
Neha_362,7000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Simran_383,25000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Yash_395,20000,Short-term,Furnished,Yes,No,Night Owl
Vikram_155,5000,Long-term,Furnished,No,Yes,Day Scholar
Nisha_426,5000,Long-term,Semi-furnished,Yes,No,Day Scholar
Aanya_413,25000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Vihaan_421,20000,Long-term,Furnished,Occasionally,Yes,Night Owl
Sarita_395,20000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Gaurav_499,5000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Krishna_341,5000,Short-term,Unfurnished,No,Yes,Day Scholar
Ishaan_121,15000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Rahul_10,12000,Short-term,Unfurnished,No,Yes,Day Scholar
Nisha_23,20000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Sneha_303,10000,Long-term,Furnished,Occasionally,Yes,Night Owl
Saanvi_359,12000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Yash_416,7000,Short-term,Semi-furnished,No,No,Night Owl
Rohan_193,7000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Pallavi_394,7000,Short-term,Furnished,No,Yes,Day Scholar
Vivaan_208,12000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Vikram_493,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Gaurav_161,15000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Ananya_131,12000,Short-term,Furnished,No,Yes,Night Owl
Gaurav_213,15000,Long-term,Furnished,Occasionally,No,Night Owl
Bhavya_21,7000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Pallavi_422,10000,Long-term,Furnished,Occasionally,No,Night Owl
Preeti_473,7000,Short-term,Unfurnished,No,Occasionally,Night Owl
Nisha_383,7000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Neha_159,25000,Long-term,Furnished,No,Occasionally,Day Scholar
Rohan_406,10000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Rahul_50,7000,Short-term,Semi-furnished,Yes,No,Day Scholar
Siddharth_42,7000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Pallavi_85,7000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Aanya_250,10000,Long-term,Semi-furnished,No,No,Day Scholar
Gaurav_176,12000,Short-term,Unfurnished,Yes,No,Day Scholar
Pallavi_264,15000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Ishita_176,25000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Vikram_471,10000,Long-term,Furnished,Occasionally,No,Day Scholar
Divya_388,5000,Long-term,Unfurnished,No,No,Day Scholar
Aryan_324,15000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Tanya_327,25000,Short-term,Unfurnished,No,Yes,Night Owl
Preeti_258,20000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Simran_386,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Aarav_286,5000,Short-term,Furnished,Yes,Occasionally,Night Owl
Rahul_449,12000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Siddharth_106,25000,Long-term,Unfurnished,No,No,Night Owl
Rekha_64,5000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Preeti_288,5000,Long-term,Semi-furnished,No,No,Day Scholar
Arjun_349,7000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Vihaan_495,25000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Rekha_443,7000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Rohan_217,15000,Short-term,Unfurnished,Yes,No,Day Scholar
Aanya_449,7000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Simran_281,5000,Long-term,Furnished,Occasionally,No,Night Owl
Vihaan_439,7000,Short-term,Furnished,Yes,No,Night Owl
Tanya_201,12000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Neha_93,15000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Simran_310,25000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Swati_1,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Manish_169,25000,Long-term,Furnished,No,Occasionally,Day Scholar
Preeti_35,7000,Long-term,Furnished,Occasionally,Yes,Night Owl
Rohan_164,20000,Long-term,Furnished,Yes,Yes,Night Owl
Aditya_215,20000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Preeti_319,5000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Nisha_103,10000,Short-term,Semi-furnished,No,Yes,Night Owl
Manish_163,12000,Long-term,Unfurnished,Yes,No,Night Owl
Vivaan_472,25000,Short-term,Semi-furnished,No,No,Day Scholar
Vivaan_277,15000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Neha_41,10000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Siddharth_186,25000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Nisha_302,5000,Long-term,Semi-furnished,Yes,No,Day Scholar
Tanya_286,7000,Long-term,Furnished,Occasionally,No,Day Scholar
Vihaan_56,20000,Short-term,Semi-furnished,No,Yes,Day Scholar
Saanvi_230,10000,Short-term,Furnished,No,No,Night Owl
Nisha_293,7000,Short-term,Unfurnished,No,Yes,Day Scholar
Sneha_416,7000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Manish_88,10000,Long-term,Furnished,Yes,Yes,Night Owl
Siddharth_219,12000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Vihaan_393,10000,Short-term,Furnished,No,Occasionally,Day Scholar
Ananya_232,20000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Bhavya_401,20000,Short-term,Furnished,Occasionally,No,Day Scholar
Kabir_97,15000,Short-term,Furnished,No,No,Day Scholar
Ishita_382,7000,Long-term,Semi-furnished,No,No,Night Owl
Aniket_407,10000,Long-term,Unfurnished,No,Yes,Night Owl
Aniket_363,25000,Short-term,Unfurnished,Yes,No,Day Scholar
Aanya_254,10000,Long-term,Unfurnished,No,No,Night Owl
Siddharth_353,20000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Priya_411,12000,Short-term,Semi-furnished,No,Yes,Day Scholar
Sneha_341,20000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Neha_219,25000,Long-term,Furnished,No,No,Night Owl
Yash_192,7000,Short-term,Furnished,Occasionally,No,Night Owl
Manish_47,12000,Short-term,Furnished,Yes,Yes,Night Owl
Vihaan_30,15000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Preeti_311,12000,Short-term,Furnished,No,Occasionally,Night Owl
Avni_219,10000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Divya_162,15000,Long-term,Furnished,No,Occasionally,Day Scholar
Swati_485,7000,Long-term,Unfurnished,No,No,Night Owl
Sarita_261,10000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Priya_161,7000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Aarav_217,25000,Long-term,Furnished,No,No,Night Owl
Rekha_32,25000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Pooja_93,15000,Short-term,Unfurnished,Yes,No,Night Owl
Nisha_90,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Ananya_86,15000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Nisha_414,5000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Priya_312,5000,Short-term,Furnished,Yes,Occasionally,Night Owl
Vivaan_39,5000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Arjun_146,15000,Short-term,Unfurnished,No,Yes,Night Owl
Rajesh_100,15000,Long-term,Semi-furnished,Yes,No,Day Scholar
Aanya_38,12000,Long-term,Furnished,Yes,Occasionally,Night Owl
Nisha_88,20000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Bhavya_56,10000,Long-term,Unfurnished,No,No,Night Owl
Pallavi_380,12000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Rahul_102,7000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Vikram_12,12000,Short-term,Furnished,Yes,Yes,Night Owl
Vivaan_339,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Sarita_111,7000,Long-term,Furnished,Yes,Occasionally,Night Owl
Sarita_224,20000,Long-term,Furnished,No,Yes,Night Owl
Siddharth_262,10000,Long-term,Unfurnished,Yes,Yes,Night Owl
Siddharth_402,5000,Long-term,Semi-furnished,No,No,Night Owl
Siddharth_214,12000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Kavya_464,12000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Meera_177,15000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Nisha_418,10000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Aarav_469,7000,Long-term,Unfurnished,Occasionally,No,Night Owl
Siddharth_443,10000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Swati_8,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Simran_386,20000,Short-term,Semi-furnished,No,Yes,Day Scholar
Saanvi_40,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Avni_295,7000,Short-term,Semi-furnished,No,Yes,Day Scholar
Sarita_93,20000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Pallavi_427,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Rohan_237,7000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Kavya_68,5000,Long-term,Furnished,Yes,No,Night Owl
Aniket_455,20000,Short-term,Semi-furnished,No,No,Day Scholar
Riya_124,20000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Aarav_145,15000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Riya_83,5000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Neha_28,15000,Long-term,Semi-furnished,No,No,Day Scholar
Nisha_462,5000,Short-term,Unfurnished,No,Yes,Night Owl
Preeti_197,5000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Rohan_473,25000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Avni_179,5000,Short-term,Unfurnished,No,No,Night Owl
Manish_165,25000,Long-term,Unfurnished,Occasionally,No,Night Owl
Sneha_276,5000,Short-term,Furnished,Yes,Yes,Day Scholar
Aanya_126,10000,Long-term,Furnished,Yes,Yes,Day Scholar
Nisha_231,12000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Avni_383,7000,Long-term,Furnished,Yes,No,Day Scholar
Neha_102,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Gaurav_262,5000,Short-term,Furnished,No,Occasionally,Night Owl
Aditya_323,5000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Pallavi_24,5000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Rekha_285,20000,Short-term,Furnished,No,No,Night Owl
Ishaan_202,5000,Short-term,Unfurnished,Yes,Yes,Night Owl
Vihaan_61,12000,Short-term,Unfurnished,No,Yes,Night Owl
Ishita_449,20000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Vihaan_479,7000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Sneha_201,7000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Pooja_194,10000,Short-term,Unfurnished,Yes,No,Night Owl
Priya_483,5000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Riya_175,10000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Rahul_360,25000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Manish_127,5000,Short-term,Semi-furnished,No,Yes,Night Owl
Nisha_358,25000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Ishaan_322,10000,Long-term,Unfurnished,No,Occasionally,Night Owl
Divya_68,10000,Short-term,Furnished,No,Occasionally,Day Scholar
Sarita_291,12000,Short-term,Semi-furnished,No,No,Day Scholar
Siddharth_316,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Aniket_92,12000,Short-term,Furnished,No,Occasionally,Day Scholar
Sarita_424,12000,Long-term,Furnished,Occasionally,Yes,Night Owl
Yash_447,10000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Kavya_436,5000,Short-term,Furnished,No,Occasionally,Day Scholar
Simran_381,10000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Rajesh_374,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Nisha_311,20000,Short-term,Semi-furnished,No,Yes,Night Owl
Aarav_204,20000,Short-term,Unfurnished,Yes,Yes,Night Owl
Avni_174,10000,Short-term,Furnished,Occasionally,No,Day Scholar
Neha_100,5000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Rahul_271,5000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Aarav_392,10000,Long-term,Unfurnished,Occasionally,No,Night Owl
Aanya_339,20000,Long-term,Unfurnished,No,No,Night Owl
Siddharth_80,10000,Long-term,Unfurnished,No,Occasionally,Night Owl
Pooja_205,20000,Long-term,Furnished,No,Yes,Day Scholar
Manish_219,7000,Long-term,Semi-furnished,No,Yes,Night Owl
Preeti_486,25000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Aditya_480,25000,Short-term,Furnished,Occasionally,Yes,Night Owl
Aditya_380,15000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Aryan_372,7000,Short-term,Unfurnished,No,No,Day Scholar
Priya_347,12000,Long-term,Furnished,No,Occasionally,Night Owl
Nisha_84,12000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Kavya_145,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Pallavi_201,20000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Swati_39,5000,Long-term,Unfurnished,No,No,Night Owl
Arjun_363,12000,Short-term,Semi-furnished,No,No,Night Owl
Ananya_441,15000,Long-term,Semi-furnished,Yes,No,Night Owl
Vihaan_404,5000,Long-term,Furnished,No,Occasionally,Day Scholar
Aarav_49,10000,Long-term,Unfurnished,No,No,Night Owl
Bhavya_127,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
