Name,Age,Occupation,Gender,Location,Room Type,Hostel Availability,Rating
Urban Habitat Residency,42,Artist,Other,Kolkata,Single,Yes,2
Sunrise PG Living,28,Software Engineer,Male,Delhi,Single,Yes,5
Pearl Residency Lodge,20,Doctor,Male,Pune,Single,No,4
Urban Habitat Lodge,23,Software Engineer,Male,Ahmedabad,Single,No,2
Cozy Nest Residency,40,Software Engineer,Other,Chennai,Shared,No,3
Infinity PG Stay,18,Business Owner,Other,Delhi,Shared,No,3
Serene Stay Inn,23,Business Owner,Other,Ahmedabad,Dormitory,No,3
NestAway PG Residency,28,Software Engineer,Female,Delhi,Single,No,2
Sunrise PG Residency,36,Business Owner,Male,Hyderabad,Dormitory,No,3
Comfort Inn Inn,42,Artist,Other,Mumbai,Single,No,1
Sunrise PG Inn,44,Teacher,Female,Ahmedabad,Single,Yes,4
Serene Stay Inn,44,Doctor,Other,Mumbai,Dormitory,No,4
Skyline PG Stay,45,Freelancer,Other,Hyderabad,Shared,No,2
Blue Sky PG Inn,23,Freelancer,Female,Chennai,Dormitory,No,4
Lotus Living Living,20,Teacher,Male,Mumbai,Single,No,5
Blue Sky PG Lodge,42,Business Owner,Other,Pune,Dormitory,No,1
Comfort Inn Stay,32,Business Owner,Other,Chennai,Dormitory,Yes,4
Harmony Living Lodge,27,Artist,Other,Hyderabad,Dormitory,No,1
Safe Haven Lodge,30,Software Engineer,Other,Hyderabad,Dormitory,Yes,5
Golden Acres PG Residency,42,Freelancer,Other,Kolkata,Single,No,1
Infinity PG Lodge,43,Artist,Other,Pune,Dormitory,No,5
Safe Haven Stay,39,Teacher,Female,Pune,Dormitory,No,2
Pearl Residency Living,23,Artist,Female,Mumbai,Shared,No,3
Greenwood PG Residency,22,Teacher,Other,Chennai,Shared,No,2
Tranquil Residency Lodge,37,Teacher,Male,Ahmedabad,Dormitory,Yes,5
Tranquil Residency Lodge,26,Software Engineer,Male,Hyderabad,Single,Yes,1
Cozy Nest Stay,30,Business Owner,Male,Kolkata,Dormitory,No,4
City Comforts Stay,26,Student,Male,Mumbai,Dormitory,No,2
Royal Residency Inn,25,Artist,Female,Ahmedabad,Shared,Yes,2
Smart Stay Residency,28,Student,Male,Hyderabad,Dormitory,Yes,2
NestAway PG Stay,33,Doctor,Female,Hyderabad,Single,No,5
Urban Habitat Residency,20,Artist,Other,Hyderabad,Dormitory,No,5
Blue Sky PG Inn,27,Artist,Male,Pune,Dormitory,Yes,5
Tranquil Residency Lodge,30,Doctor,Other,Pune,Single,No,2
The Urban Nest Inn,20,Student,Male,Ahmedabad,Shared,Yes,2
Metro Living Residency,26,Doctor,Female,Hyderabad,Dormitory,Yes,5
Infinity PG Inn,33,Business Owner,Male,Hyderabad,Dormitory,No,5
Smart Stay Living,28,Student,Other,Hyderabad,Dormitory,No,1
Happy Homes Inn,30,Software Engineer,Female,Delhi,Shared,Yes,2
Cozy Nest Lodge,20,Software Engineer,Other,Pune,Single,Yes,4
Golden Acres PG Residency,28,Software Engineer,Other,Ahmedabad,Single,No,3
Skyline PG Residency,28,Teacher,Male,Hyderabad,Single,No,1
The Urban Nest Residency,24,Student,Female,Bangalore,Shared,No,4
Sunrise PG Stay,44,Doctor,Other,Pune,Single,No,1
Pearl Residency Living,35,Student,Male,Kolkata,Dormitory,No,4
Harmony Living Stay,27,Software Engineer,Male,Pune,Shared,Yes,5
Maple PG Inn,44,Student,Male,Kolkata,Single,No,1
NestAway PG Living,21,Student,Other,Delhi,Dormitory,No,3
Greenwood PG Inn,35,Business Owner,Female,Pune,Dormitory,Yes,3
Elite Stay Stay,35,Doctor,Other,Bangalore,Single,Yes,1
Serene Stay Living,41,Doctor,Male,Pune,Single,No,4
Pearl Residency Lodge,40,Artist,Female,Mumbai,Single,Yes,2
Happy Homes Inn,41,Freelancer,Male,Mumbai,Shared,Yes,5
Elite Stay Living,26,Artist,Female,Kolkata,Dormitory,No,1
Safe Haven Residency,38,Teacher,Male,Pune,Shared,Yes,4
Urban Habitat Lodge,34,Freelancer,Male,Delhi,Single,Yes,4
The Urban Nest Inn,34,Artist,Other,Hyderabad,Dormitory,No,5
Royal Residency Stay,45,Freelancer,Female,Ahmedabad,Single,No,3
The Urban Nest Stay,26,Artist,Male,Hyderabad,Single,Yes,5
The Urban Nest Residency,38,Business Owner,Male,Delhi,Single,No,2
Harmony Living Lodge,35,Artist,Male,Chennai,Single,No,5
Smart Stay Inn,34,Freelancer,Female,Delhi,Single,No,3
Harmony Living Lodge,25,Artist,Other,Kolkata,Single,Yes,1
Golden Acres PG Inn,29,Business Owner,Female,Mumbai,Single,Yes,1
Comfort Inn Living,26,Doctor,Female,Pune,Single,Yes,1
NestAway PG Lodge,26,Freelancer,Male,Hyderabad,Dormitory,No,5
Urban Habitat Lodge,40,Software Engineer,Male,Ahmedabad,Dormitory,Yes,5
Metro Living Lodge,28,Student,Female,Bangalore,Single,No,1
Tranquil Residency Living,42,Student,Male,Bangalore,Single,Yes,1
NestAway PG Residency,22,Freelancer,Male,Pune,Dormitory,Yes,1
Greenwood PG Living,44,Artist,Female,Delhi,Shared,Yes,3
Urban Habitat Residency,33,Artist,Other,Bangalore,Dormitory,Yes,1
The Urban Nest Residency,25,Student,Male,Hyderabad,Dormitory,Yes,5
Harmony Living Stay,35,Software Engineer,Other,Delhi,Dormitory,No,3
Tranquil Residency Residency,33,Student,Female,Bangalore,Shared,Yes,1
Infinity PG Lodge,45,Business Owner,Other,Hyderabad,Shared,Yes,5
Elite Stay Lodge,22,Artist,Female,Delhi,Single,Yes,1
Cozy Nest Lodge,26,Business Owner,Female,Bangalore,Single,Yes,2
Urban Habitat Stay,40,Software Engineer,Male,Bangalore,Single,Yes,3
Blue Sky PG Inn,45,Doctor,Female,Mumbai,Dormitory,No,5
Tranquil Residency Living,45,Doctor,Other,Mumbai,Dormitory,Yes,1
Comfort Inn Inn,20,Artist,Other,Pune,Shared,Yes,2
Pearl Residency Lodge,37,Doctor,Female,Ahmedabad,Shared,Yes,5
Maple PG Residency,24,Software Engineer,Female,Mumbai,Shared,No,2
Blue Sky PG Living,18,Freelancer,Male,Ahmedabad,Single,Yes,2
Urban Habitat Inn,37,Doctor,Other,Ahmedabad,Dormitory,Yes,3
Skyline PG Residency,30,Doctor,Female,Ahmedabad,Dormitory,Yes,2
Golden Acres PG Residency,39,Freelancer,Male,Hyderabad,Single,No,3
City Comforts Residency,21,Doctor,Other,Pune,Shared,Yes,2
Tranquil Residency Lodge,35,Student,Other,Pune,Shared,Yes,2
Maple PG Lodge,33,Teacher,Other,Kolkata,Single,Yes,4
The Urban Nest Residency,32,Teacher,Female,Chennai,Dormitory,No,4
Skyline PG Lodge,40,Freelancer,Female,Kolkata,Dormitory,Yes,1
Happy Homes Residency,42,Doctor,Male,Chennai,Shared,No,3
Safe Haven Lodge,35,Teacher,Other,Hyderabad,Single,Yes,5
Infinity PG Stay,18,Software Engineer,Male,Chennai,Single,No,1
Infinity PG Living,28,Software Engineer,Other,Pune,Single,No,1
Tranquil Residency Stay,45,Software Engineer,Male,Pune,Dormitory,No,5
Blue Sky PG Stay,27,Teacher,Female,Mumbai,Dormitory,No,3
Pearl Residency Lodge,29,Doctor,Other,Delhi,Shared,No,3
Harmony Living Stay,39,Business Owner,Male,Pune,Dormitory,Yes,1
The Urban Nest Inn,44,Freelancer,Female,Chennai,Dormitory,No,2
Elite Stay Residency,42,Software Engineer,Other,Bangalore,Shared,Yes,5
Urban Habitat Residency,35,Doctor,Female,Ahmedabad,Shared,No,5
Blue Sky PG Residency,20,Business Owner,Male,Bangalore,Single,Yes,2
Skyline PG Stay,45,Teacher,Male,Delhi,Single,No,2
Greenwood PG Lodge,31,Doctor,Male,Chennai,Dormitory,No,5
Lotus Living Living,36,Software Engineer,Female,Chennai,Single,Yes,5
Cozy Nest Living,26,Business Owner,Male,Pune,Single,No,3
Pearl Residency Living,44,Student,Other,Bangalore,Single,Yes,4
Lotus Living Residency,40,Student,Other,Pune,Dormitory,Yes,4
Cozy Nest Inn,35,Doctor,Other,Delhi,Single,No,5
Lotus Living Residency,32,Teacher,Other,Delhi,Single,No,4
Cozy Nest Living,39,Software Engineer,Male,Hyderabad,Single,Yes,3
Safe Haven Living,43,Student,Male,Delhi,Dormitory,No,5
Maple PG Stay,25,Freelancer,Other,Hyderabad,Single,Yes,1
City Comforts Living,31,Software Engineer,Female,Hyderabad,Dormitory,Yes,2
Comfort Inn Living,42,Business Owner,Female,Delhi,Shared,Yes,4
The Urban Nest Living,38,Freelancer,Other,Chennai,Dormitory,No,3
Cozy Nest Inn,26,Artist,Male,Chennai,Shared,Yes,5
NestAway PG Lodge,31,Doctor,Female,Mumbai,Single,No,4
Sunrise PG Stay,40,Software Engineer,Female,Mumbai,Single,No,1
Blue Sky PG Lodge,40,Doctor,Male,Mumbai,Dormitory,Yes,2
Sunrise PG Residency,20,Software Engineer,Other,Hyderabad,Shared,No,5
City Comforts Lodge,45,Doctor,Male,Pune,Single,No,5
Sunrise PG Residency,38,Teacher,Male,Delhi,Single,Yes,2
Happy Homes Living,44,Doctor,Female,Mumbai,Dormitory,Yes,4
Cozy Nest Residency,27,Doctor,Female,Bangalore,Single,Yes,4
Urban Habitat Stay,35,Doctor,Other,Chennai,Shared,No,1
Smart Stay Lodge,44,Doctor,Female,Bangalore,Dormitory,Yes,3
Urban Habitat Inn,40,Teacher,Male,Chennai,Dormitory,No,3
Skyline PG Inn,44,Doctor,Other,Pune,Shared,No,2
Serene Stay Residency,38,Student,Male,Ahmedabad,Shared,No,4
Royal Residency Residency,38,Teacher,Other,Bangalore,Shared,No,4
Infinity PG Residency,27,Software Engineer,Other,Bangalore,Single,No,3
Comfort Inn Residency,43,Software Engineer,Other,Mumbai,Shared,Yes,4
Comfort Inn Lodge,29,Student,Female,Kolkata,Single,Yes,4
Sunrise PG Inn,18,Software Engineer,Male,Ahmedabad,Shared,Yes,2
Serene Stay Stay,44,Artist,Other,Hyderabad,Single,Yes,1
Comfort Inn Living,42,Business Owner,Male,Kolkata,Dormitory,No,1
City Comforts Residency,28,Doctor,Female,Mumbai,Dormitory,No,1
Sunrise PG Residency,39,Teacher,Female,Ahmedabad,Shared,Yes,2
NestAway PG Inn,31,Artist,Other,Kolkata,Single,No,3
Metro Living Stay,27,Student,Female,Delhi,Dormitory,Yes,3
Urban Habitat Residency,44,Doctor,Other,Hyderabad,Dormitory,No,2
NestAway PG Living,21,Artist,Other,Bangalore,Single,No,1
Pearl Residency Inn,19,Doctor,Female,Chennai,Single,Yes,4
Cozy Nest Living,21,Doctor,Female,Kolkata,Shared,Yes,4
Harmony Living Residency,19,Artist,Other,Pune,Dormitory,No,3
Metro Living Stay,37,Student,Female,Ahmedabad,Shared,No,5
City Comforts Living,29,Freelancer,Male,Chennai,Shared,No,4
Infinity PG Living,20,Business Owner,Other,Kolkata,Shared,No,1
Metro Living Inn,43,Teacher,Male,Delhi,Shared,Yes,5
Urban Habitat Lodge,39,Business Owner,Male,Hyderabad,Single,No,1
Tranquil Residency Inn,29,Business Owner,Female,Hyderabad,Dormitory,No,1
Sunrise PG Inn,37,Business Owner,Other,Ahmedabad,Dormitory,No,1
Skyline PG Residency,21,Freelancer,Other,Mumbai,Dormitory,No,4
Cozy Nest Stay,28,Student,Other,Mumbai,Single,No,5
Skyline PG Stay,45,Doctor,Other,Hyderabad,Single,No,3
Cozy Nest Residency,21,Doctor,Male,Chennai,Single,Yes,4
Urban Habitat Residency,36,Artist,Female,Bangalore,Shared,No,3
Tranquil Residency Residency,34,Freelancer,Male,Mumbai,Shared,No,4
Happy Homes Residency,34,Freelancer,Female,Kolkata,Single,Yes,4
Golden Acres PG Inn,36,Software Engineer,Other,Mumbai,Single,Yes,1
Greenwood PG Lodge,31,Business Owner,Other,Bangalore,Dormitory,No,4
Sunrise PG Lodge,34,Software Engineer,Other,Kolkata,Dormitory,Yes,5
Greenwood PG Living,24,Software Engineer,Other,Kolkata,Dormitory,Yes,5
Sunrise PG Stay,38,Student,Other,Ahmedabad,Shared,Yes,5
Golden Acres PG Residency,43,Teacher,Male,Hyderabad,Dormitory,Yes,1
Urban Habitat Inn,23,Freelancer,Male,Pune,Dormitory,Yes,1
Happy Homes Inn,40,Student,Male,Delhi,Dormitory,No,3
Infinity PG Living,31,Doctor,Male,Bangalore,Dormitory,Yes,3
Golden Acres PG Living,21,Software Engineer,Other,Chennai,Single,Yes,2
Lotus Living Living,33,Student,Female,Chennai,Shared,Yes,1
Cozy Nest Living,43,Student,Female,Delhi,Shared,No,2
Lotus Living Lodge,29,Artist,Male,Hyderabad,Shared,Yes,4
Maple PG Living,19,Software Engineer,Female,Ahmedabad,Single,No,2
Urban Habitat Lodge,33,Doctor,Male,Delhi,Dormitory,No,3
Tranquil Residency Living,30,Student,Female,Mumbai,Single,Yes,2
Golden Acres PG Residency,36,Doctor,Female,Ahmedabad,Single,No,3
Urban Habitat Stay,27,Teacher,Male,Chennai,Shared,No,4
Sunrise PG Inn,26,Doctor,Female,Pune,Single,No,2
Lotus Living Lodge,24,Teacher,Female,Hyderabad,Dormitory,No,1
Maple PG Stay,27,Doctor,Female,Hyderabad,Dormitory,No,2
The Urban Nest Living,19,Artist,Female,Hyderabad,Single,Yes,5
Blue Sky PG Residency,40,Software Engineer,Other,Delhi,Shared,No,2
Royal Residency Residency,32,Artist,Male,Hyderabad,Dormitory,No,1
The Urban Nest Lodge,20,Artist,Other,Ahmedabad,Dormitory,Yes,5
Metro Living Inn,34,Artist,Male,Bangalore,Single,Yes,3
Golden Acres PG Lodge,30,Student,Female,Chennai,Dormitory,No,1
Pearl Residency Living,32,Business Owner,Male,Mumbai,Dormitory,Yes,3
Elite Stay Lodge,29,Business Owner,Female,Mumbai,Single,Yes,5
Metro Living Living,35,Software Engineer,Male,Kolkata,Shared,No,2
Blue Sky PG Lodge,33,Software Engineer,Other,Ahmedabad,Shared,No,2
Comfort Inn Lodge,22,Software Engineer,Male,Chennai,Single,No,3
City Comforts Inn,39,Freelancer,Female,Chennai,Dormitory,Yes,5
NestAway PG Living,41,Freelancer,Female,Bangalore,Dormitory,Yes,1
Greenwood PG Inn,21,Doctor,Other,Kolkata,Shared,No,1
Greenwood PG Residency,40,Student,Other,Mumbai,Shared,Yes,4
Urban Habitat Lodge,30,Software Engineer,Male,Ahmedabad,Shared,Yes,2
Metro Living Living,19,Freelancer,Male,Pune,Shared,No,5
Maple PG Living,41,Software Engineer,Female,Kolkata,Dormitory,No,4
Golden Acres PG Living,26,Business Owner,Female,Hyderabad,Dormitory,No,3
Cozy Nest Living,37,Doctor,Male,Kolkata,Dormitory,No,2
Metro Living Living,32,Student,Male,Delhi,Shared,Yes,2
Serene Stay Lodge,22,Student,Male,Ahmedabad,Single,No,4
Infinity PG Inn,24,Teacher,Other,Ahmedabad,Single,No,3
Greenwood PG Living,31,Doctor,Male,Bangalore,Shared,Yes,1
NestAway PG Lodge,37,Teacher,Male,Pune,Single,Yes,5
Urban Habitat Stay,29,Doctor,Male,Bangalore,Single,Yes,3
Tranquil Residency Stay,30,Doctor,Male,Hyderabad,Single,No,2
NestAway PG Lodge,30,Teacher,Other,Bangalore,Single,Yes,5
Royal Residency Residency,25,Freelancer,Male,Pune,Shared,No,2
Cozy Nest Inn,35,Freelancer,Female,Pune,Shared,No,1
Elite Stay Inn,36,Doctor,Male,Pune,Dormitory,No,3
NestAway PG Living,37,Teacher,Other,Mumbai,Dormitory,Yes,2
Elite Stay Inn,26,Software Engineer,Female,Hyderabad,Dormitory,No,5
Golden Acres PG Inn,23,Software Engineer,Female,Pune,Single,No,1
Harmony Living Inn,31,Student,Other,Pune,Single,Yes,5
Tranquil Residency Lodge,31,Freelancer,Female,Pune,Shared,Yes,5
Blue Sky PG Inn,28,Software Engineer,Other,Hyderabad,Single,Yes,1
Happy Homes Living,25,Software Engineer,Male,Kolkata,Single,Yes,3
Elite Stay Lodge,26,Student,Male,Mumbai,Dormitory,No,2
Harmony Living Lodge,32,Software Engineer,Female,Bangalore,Shared,Yes,5
Harmony Living Inn,34,Artist,Other,Bangalore,Single,Yes,2
Comfort Inn Stay,31,Student,Male,Ahmedabad,Single,Yes,4
Skyline PG Lodge,21,Doctor,Male,Mumbai,Single,Yes,5
The Urban Nest Living,44,Freelancer,Male,Chennai,Shared,Yes,2
Pearl Residency Lodge,26,Freelancer,Male,Pune,Single,No,3
Pearl Residency Residency,36,Teacher,Male,Kolkata,Single,No,5
Tranquil Residency Stay,21,Student,Female,Delhi,Dormitory,No,4
NestAway PG Stay,33,Student,Other,Pune,Single,Yes,3
Maple PG Living,36,Student,Male,Hyderabad,Single,Yes,3
Maple PG Inn,30,Software Engineer,Female,Delhi,Single,No,3
Blue Sky PG Inn,29,Business Owner,Other,Delhi,Dormitory,No,1
Tranquil Residency Residency,38,Freelancer,Female,Kolkata,Single,Yes,5
Harmony Living Living,45,Software Engineer,Other,Pune,Shared,Yes,4
City Comforts Inn,32,Business Owner,Other,Mumbai,Single,Yes,3
Cozy Nest Inn,30,Teacher,Other,Ahmedabad,Dormitory,No,3
Safe Haven Living,22,Freelancer,Female,Bangalore,Shared,Yes,1
City Comforts Living,19,Doctor,Male,Chennai,Dormitory,No,3
Infinity PG Living,24,Software Engineer,Male,Delhi,Single,No,3
Pearl Residency Lodge,38,Teacher,Other,Bangalore,Shared,No,5
Lotus Living Lodge,19,Teacher,Male,Chennai,Single,No,1
Safe Haven Inn,26,Business Owner,Male,Pune,Shared,No,2
Maple PG Inn,43,Artist,Female,Ahmedabad,Dormitory,No,1
Cozy Nest Lodge,22,Teacher,Other,Chennai,Shared,Yes,1
Blue Sky PG Inn,24,Doctor,Other,Hyderabad,Single,No,4
Infinity PG Inn,38,Student,Male,Delhi,Shared,Yes,2
City Comforts Residency,33,Freelancer,Other,Delhi,Dormitory,Yes,3
Skyline PG Lodge,28,Software Engineer,Other,Mumbai,Single,Yes,5
Harmony Living Living,43,Doctor,Female,Kolkata,Shared,Yes,2
Cozy Nest Residency,38,Freelancer,Other,Chennai,Single,Yes,1
Lotus Living Inn,36,Student,Male,Delhi,Shared,Yes,2
Sunrise PG Stay,33,Student,Male,Bangalore,Dormitory,Yes,4
Infinity PG Inn,28,Teacher,Other,Hyderabad,Shared,Yes,1
Cozy Nest Stay,20,Freelancer,Female,Kolkata,Single,Yes,2
Smart Stay Lodge,26,Software Engineer,Female,Pune,Single,Yes,2
Comfort Inn Living,45,Software Engineer,Female,Pune,Shared,No,2
Tranquil Residency Stay,28,Software Engineer,Male,Chennai,Single,Yes,3
Royal Residency Stay,30,Teacher,Other,Hyderabad,Shared,Yes,2
City Comforts Living,28,Artist,Other,Mumbai,Single,No,4
Skyline PG Stay,39,Freelancer,Other,Pune,Dormitory,No,3
Metro Living Lodge,33,Software Engineer,Other,Delhi,Dormitory,Yes,3
Happy Homes Residency,44,Student,Female,Pune,Dormitory,No,2
Safe Haven Lodge,44,Software Engineer,Male,Mumbai,Single,Yes,2
Greenwood PG Lodge,41,Software Engineer,Other,Chennai,Single,Yes,1
Serene Stay Stay,20,Software Engineer,Female,Mumbai,Dormitory,Yes,5
Tranquil Residency Living,18,Teacher,Other,Bangalore,Shared,No,4
NestAway PG Living,20,Teacher,Female,Chennai,Shared,Yes,1
Infinity PG Living,30,Doctor,Female,Chennai,Shared,Yes,1
Harmony Living Stay,27,Student,Male,Ahmedabad,Single,Yes,4
Tranquil Residency Living,33,Software Engineer,Female,Chennai,Shared,Yes,2
Infinity PG Stay,19,Software Engineer,Other,Mumbai,Shared,No,4
Golden Acres PG Inn,25,Business Owner,Male,Chennai,Shared,No,1
Tranquil Residency Stay,30,Doctor,Other,Chennai,Dormitory,No,5
Skyline PG Lodge,20,Artist,Female,Bangalore,Shared,No,3
Golden Acres PG Stay,37,Artist,Female,Hyderabad,Dormitory,Yes,2
Pearl Residency Living,31,Freelancer,Male,Hyderabad,Shared,No,1
Infinity PG Lodge,18,Doctor,Male,Delhi,Dormitory,No,1
Maple PG Inn,45,Business Owner,Other,Hyderabad,Shared,Yes,4
Tranquil Residency Inn,37,Software Engineer,Other,Chennai,Dormitory,No,1
Blue Sky PG Residency,44,Doctor,Female,Bangalore,Dormitory,Yes,4
Metro Living Residency,27,Artist,Male,Pune,Dormitory,Yes,2
Sunrise PG Living,41,Teacher,Other,Hyderabad,Single,Yes,4
Greenwood PG Inn,27,Business Owner,Other,Pune,Single,Yes,1
Greenwood PG Residency,24,Artist,Other,Bangalore,Single,No,2
Safe Haven Inn,34,Business Owner,Female,Hyderabad,Single,Yes,1
The Urban Nest Residency,25,Freelancer,Male,Delhi,Dormitory,No,3
Greenwood PG Inn,25,Doctor,Male,Pune,Dormitory,Yes,1
Greenwood PG Living,30,Student,Male,Mumbai,Shared,Yes,5
Elite Stay Lodge,22,Business Owner,Female,Delhi,Dormitory,Yes,1
Infinity PG Lodge,36,Doctor,Other,Hyderabad,Single,No,4
Happy Homes Lodge,41,Student,Female,Hyderabad,Shared,No,2
Smart Stay Lodge,40,Student,Female,Mumbai,Single,Yes,5
Urban Habitat Stay,33,Artist,Other,Pune,Shared,No,4
Metro Living Lodge,36,Doctor,Other,Ahmedabad,Dormitory,No,5
Comfort Inn Inn,33,Teacher,Male,Hyderabad,Shared,Yes,2
Serene Stay Living,31,Doctor,Female,Hyderabad,Shared,Yes,2
Happy Homes Stay,39,Business Owner,Male,Mumbai,Dormitory,Yes,2
Urban Habitat Residency,35,Freelancer,Male,Hyderabad,Single,No,5
City Comforts Inn,44,Software Engineer,Male,Bangalore,Single,No,3
Safe Haven Inn,36,Doctor,Male,Mumbai,Shared,No,4
Safe Haven Inn,41,Student,Male,Delhi,Dormitory,No,2
Sunrise PG Stay,28,Software Engineer,Male,Pune,Single,Yes,2
Safe Haven Living,23,Doctor,Female,Hyderabad,Single,No,3
Sunrise PG Stay,28,Freelancer,Male,Mumbai,Dormitory,No,4
Blue Sky PG Residency,19,Teacher,Female,Pune,Dormitory,Yes,1
Harmony Living Stay,24,Artist,Other,Delhi,Single,Yes,1
Cozy Nest Lodge,29,Freelancer,Male,Ahmedabad,Shared,No,3
Happy Homes Stay,37,Software Engineer,Male,Ahmedabad,Dormitory,No,2
City Comforts Living,22,Teacher,Other,Kolkata,Dormitory,Yes,1
NestAway PG Inn,38,Teacher,Female,Kolkata,Single,No,4
Maple PG Stay,40,Doctor,Other,Bangalore,Single,Yes,1
Skyline PG Stay,23,Business Owner,Other,Bangalore,Single,Yes,4
NestAway PG Stay,44,Doctor,Male,Delhi,Dormitory,Yes,5
Greenwood PG Living,36,Teacher,Other,Mumbai,Dormitory,Yes,2
Tranquil Residency Lodge,22,Student,Female,Mumbai,Shared,No,2
Royal Residency Lodge,31,Software Engineer,Male,Bangalore,Shared,Yes,3
Sunrise PG Living,45,Student,Female,Ahmedabad,Dormitory,Yes,1
Sunrise PG Residency,36,Software Engineer,Other,Delhi,Dormitory,Yes,2
Elite Stay Living,21,Artist,Female,Pune,Single,No,3
Harmony Living Residency,24,Teacher,Male,Hyderabad,Single,No,3
Skyline PG Residency,38,Artist,Other,Chennai,Dormitory,No,5
Skyline PG Lodge,34,Freelancer,Male,Hyderabad,Shared,No,1
Greenwood PG Stay,37,Business Owner,Other,Chennai,Dormitory,No,5
Lotus Living Living,21,Software Engineer,Other,Kolkata,Shared,No,3
Sunrise PG Stay,25,Freelancer,Female,Chennai,Single,Yes,3
Smart Stay Inn,42,Business Owner,Female,Delhi,Shared,No,1
Maple PG Stay,26,Business Owner,Female,Pune,Single,Yes,3
City Comforts Inn,40,Doctor,Male,Delhi,Shared,Yes,1
Pearl Residency Living,45,Freelancer,Female,Hyderabad,Shared,Yes,4
NestAway PG Lodge,45,Doctor,Male,Pune,Dormitory,Yes,2
Elite Stay Inn,18,Freelancer,Male,Pune,Dormitory,No,3
Lotus Living Stay,34,Freelancer,Other,Ahmedabad,Single,No,4
Royal Residency Stay,18,Teacher,Female,Bangalore,Shared,Yes,5
Metro Living Inn,32,Teacher,Female,Chennai,Dormitory,No,2
The Urban Nest Living,24,Student,Female,Pune,Single,Yes,1
Royal Residency Lodge,23,Freelancer,Female,Chennai,Dormitory,Yes,3
Blue Sky PG Lodge,21,Student,Other,Mumbai,Dormitory,Yes,4
Pearl Residency Lodge,23,Artist,Other,Delhi,Single,No,3
Metro Living Residency,20,Student,Other,Ahmedabad,Single,No,5
Harmony Living Lodge,23,Software Engineer,Female,Kolkata,Single,Yes,2
Greenwood PG Residency,33,Freelancer,Female,Delhi,Shared,Yes,1
Lotus Living Residency,42,Freelancer,Male,Chennai,Single,Yes,3
Serene Stay Living,19,Student,Male,Ahmedabad,Dormitory,Yes,5
The Urban Nest Living,31,Business Owner,Other,Pune,Single,Yes,4
Happy Homes Residency,19,Teacher,Male,Ahmedabad,Dormitory,Yes,3
Royal Residency Stay,20,Teacher,Male,Bangalore,Single,No,4
Urban Habitat Inn,37,Doctor,Other,Hyderabad,Dormitory,No,2
Serene Stay Stay,31,Software Engineer,Male,Ahmedabad,Single,Yes,3
Blue Sky PG Living,35,Freelancer,Other,Pune,Shared,No,2
Lotus Living Lodge,23,Teacher,Other,Mumbai,Single,Yes,3
Golden Acres PG Stay,45,Business Owner,Male,Hyderabad,Single,No,1
Maple PG Stay,44,Software Engineer,Other,Hyderabad,Shared,No,1
Royal Residency Inn,32,Freelancer,Other,Delhi,Single,No,1
